id,value,weight,volume,category
2505,1165,764,18,cat_2
2506,5862,873,287,cat_3
2507,6827,298,966,cat_2
2508,6278,190,502,cat_2
2509,6324,669,680,cat_4
2510,8505,576,743,cat_0
2511,235,577,225,cat_0
2512,6258,621,635,cat_4
2513,856,343,374,cat_1
2514,664,554,816,cat_4
2515,5696,633,193,cat_2
2516,335,951,330,cat_1
2517,2458,771,213,cat_1
2518,1602,622,668,cat_0
2519,9420,375,922,cat_4
2520,4700,283,766,cat_0
2521,5521,977,781,cat_2
2522,4961,43,582,cat_0
2523,1726,786,618,cat_1
2524,750,109,27,cat_1
2525,9095,481,62,cat_3
2526,4299,627,435,cat_2
2527,7284,676,708,cat_2
2528,9791,81,632,cat_4
2529,5283,776,978,cat_2
2530,1657,89,114,cat_1
2531,1367,503,394,cat_3
2532,870,288,22,cat_0
2533,8904,954,70,cat_2
2534,9420,268,771,cat_1
2535,7864,354,218,cat_0
2536,5767,920,771,cat_2
2537,7239,720,438,cat_4
2538,8326,599,356,cat_3
2539,9802,431,966,cat_3
2540,8631,981,51,cat_1
2541,7087,114,328,cat_0
2542,676,373,948,cat_2
2543,8957,511,678,cat_0
2544,4835,410,929,cat_1
2545,992,378,789,cat_0
2546,6346,773,488,cat_3
2547,2012,700,146,cat_0
2548,6823,768,164,cat_2
2549,6052,394,912,cat_3
2550,3447,553,634,cat_1
2551,5108,612,165,cat_1
2552,6398,483,46,cat_2
2553,5790,941,969,cat_1
2554,3495,484,501,cat_0
2555,2771,33,817,cat_3
2556,2169,741,148,cat_4
2557,9797,454,540,cat_2
2558,1448,738,808,cat_2
2559,140,390,951,cat_4
2560,8955,545,918,cat_2
2561,2493,264,39,cat_2
2562,3418,171,508,cat_2
2563,2541,158,353,cat_1
2564,2269,19,15,cat_0
2565,1867,807,888,cat_2
2566,8010,256,297,cat_0
2567,302,795,300,cat_4
2568,2300,109,463,cat_0
2569,4063,900,232,cat_3
2570,4834,865,499,cat_2
2571,3116,737,676,cat_4
2572,4850,729,941,cat_3
2573,1422,366,64,cat_3
2574,367,825,384,cat_2
2575,6057,121,375,cat_3
2576,553,298,637,cat_2
2577,6164,977,273,cat_2
2578,7642,755,573,cat_1
2579,7123,104,99,cat_0
2580,4186,698,801,cat_2
2581,3451,905,205,cat_1
2582,9005,180,861,cat_0
2583,5764,519,564,cat_3
2584,8539,201,76,cat_2
2585,6807,191,113,cat_0
2586,2716,483,652,cat_2
2587,6401,618,379,cat_2
2588,2407,995,899,cat_1
2589,6670,376,528,cat_3
2590,9797,422,98,cat_3
2591,6154,889,740,cat_2
2592,8910,819,576,cat_2
2593,4032,261,931,cat_0
2594,6305,117,839,cat_3
2595,8048,56,528,cat_4
2596,1152,829,635,cat_0
2597,3717,290,36,cat_1
2598,8617,616,736,cat_4
2599,2723,868,98,cat_2
2600,4737,108,623,cat_4
2601,2056,65,905,cat_0
2602,309,674,60,cat_1
2603,4332,837,456,cat_1
2604,9450,240,937,cat_1
2605,6871,691,457,cat_4
2606,5248,276,19,cat_2
2607,9568,48,717,cat_3
2608,7630,138,687,cat_4
2609,5167,831,984,cat_3
2610,9274,785,527,cat_3
2611,9163,797,537,cat_2
2612,8734,837,454,cat_0
2613,4251,844,51,cat_2
2614,8223,88,721,cat_2
2615,5658,931,652,cat_1
2616,2676,362,958,cat_0
2617,6377,285,812,cat_2
2618,9545,885,812,cat_1
2619,1841,987,495,cat_0
2620,4386,259,784,cat_1
2621,5668,299,742,cat_4
2622,8480,982,819,cat_4
2623,6877,793,69,cat_1
2624,5987,804,545,cat_4
2625,6026,956,67,cat_4
2626,3562,985,912,cat_0
2627,3260,9,473,cat_1
2628,2477,545,930,cat_4
2629,7642,210,978,cat_0
2630,7192,79,880,cat_1
2631,7815,601,12,cat_3
2632,9979,667,826,cat_3
2633,5636,542,337,cat_3
2634,8285,225,51,cat_2
2635,6792,106,948,cat_3
2636,9303,392,996,cat_2
2637,4608,399,747,cat_2
2638,6820,356,139,cat_0
2639,5509,877,384,cat_1
2640,597,731,328,cat_0
2641,7769,854,20,cat_4
2642,6182,210,780,cat_3
2643,4700,859,72,cat_0
2644,1274,365,87,cat_3
2645,6117,916,599,cat_3
2646,4331,232,630,cat_4
2647,7527,213,437,cat_4
2648,8673,366,394,cat_3
2649,7380,94,555,cat_1
2650,8268,635,844,cat_3
2651,771,654,5,cat_2
2652,1935,107,134,cat_2
2653,9273,721,102,cat_0
2654,9341,755,161,cat_2
2655,4628,526,977,cat_1
2656,154,499,624,cat_0
2657,1545,414,976,cat_4
2658,1087,143,598,cat_3
2659,9611,83,202,cat_2
2660,2652,782,258,cat_4
2661,1296,664,532,cat_1
2662,2291,798,956,cat_4
2663,3655,978,782,cat_4
2664,8882,151,293,cat_3
2665,4491,463,714,cat_2
2666,4574,337,609,cat_1
2667,6814,389,316,cat_1
2668,7485,248,661,cat_3
2669,5841,605,949,cat_0
2670,3205,670,117,cat_1
2671,4084,346,54,cat_0
2672,7532,728,561,cat_2
2673,6329,988,119,cat_0
2674,3178,87,796,cat_0
2675,3504,61,739,cat_4
2676,6093,122,706,cat_4
2677,8094,297,678,cat_0
2678,8226,62,188,cat_0
2679,9885,747,126,cat_0
2680,9578,284,831,cat_4
2681,3181,790,58,cat_4
2682,3283,722,209,cat_2
2683,3727,248,484,cat_2
2684,7705,929,93,cat_3
2685,455,79,755,cat_0
2686,1715,2,895,cat_1
2687,9562,553,526,cat_1
2688,4905,307,108,cat_3
2689,8829,126,410,cat_2
2690,4999,521,492,cat_0
2691,3033,864,406,cat_4
2692,5686,327,260,cat_1
2693,8797,813,359,cat_1
2694,4430,43,409,cat_1
2695,4478,392,565,cat_1
2696,310,80,315,cat_0
2697,5831,875,396,cat_3
2698,8829,759,468,cat_3
2699,2749,226,477,cat_2
2700,2151,318,134,cat_3
2701,5698,656,814,cat_3
2702,4429,334,278,cat_4
2703,3037,28,17,cat_4
2704,7811,273,947,cat_1
2705,4886,804,674,cat_2
2706,4805,51,883,cat_3
2707,4851,949,8,cat_1
2708,5326,925,369,cat_2
2709,9608,738,435,cat_0
2710,3902,279,477,cat_2
2711,5648,198,67,cat_2
2712,8730,958,690,cat_1
2713,3868,448,945,cat_0
2714,1678,282,487,cat_2
2715,5817,484,96,cat_1
2716,6011,296,748,cat_1
2717,722,599,412,cat_3
2718,9710,211,307,cat_0
2719,2628,158,654,cat_1
2720,8557,858,156,cat_2
2721,4520,776,220,cat_0
2722,1173,297,194,cat_0
2723,296,550,615,cat_4
2724,3629,577,587,cat_1
2725,3676,12,504,cat_1
2726,129,651,674,cat_1
2727,766,243,810,cat_3
2728,1113,784,194,cat_1
2729,5801,323,248,cat_0
2730,3268,922,121,cat_0
2731,3910,773,887,cat_0
2732,1460,188,194,cat_3
2733,174,782,788,cat_1
2734,474,669,48,cat_3
2735,7053,870,372,cat_3
2736,4649,813,42,cat_0
2737,765,643,30,cat_3
2738,2611,503,478,cat_0
2739,959,537,835,cat_1
2740,9551,140,587,cat_2
2741,6299,240,172,cat_1
2742,8240,178,855,cat_2
2743,6683,422,810,cat_4
2744,5434,431,478,cat_4
2745,9879,351,920,cat_0
2746,9866,868,842,cat_1
2747,3702,482,332,cat_0
2748,2985,411,205,cat_4
2749,5032,454,691,cat_3
2750,8740,873,502,cat_4
2751,9843,314,949,cat_3
2752,229,728,31,cat_2
2753,9149,815,877,cat_0
2754,2327,223,879,cat_4
2755,4524,439,613,cat_1
2756,1323,36,725,cat_1
2757,8616,848,300,cat_3
2758,3337,876,327,cat_4
2759,6321,793,226,cat_2
2760,3923,580,209,cat_1
2761,5952,819,869,cat_4
2762,5716,406,994,cat_1
2763,4058,782,766,cat_3
2764,7765,58,506,cat_3
2765,5651,670,32,cat_2
2766,6307,393,363,cat_2
2767,5917,680,166,cat_0
2768,2962,89,286,cat_0
2769,9298,534,202,cat_1
2770,1560,766,508,cat_2
2771,4990,677,843,cat_1
2772,3207,924,922,cat_3
2773,9497,474,900,cat_1
2774,599,788,798,cat_0
2775,6909,359,112,cat_3
2776,815,472,797,cat_0
2777,3871,696,836,cat_0
2778,6244,796,738,cat_1
2779,7944,851,884,cat_3
2780,7301,613,4,cat_4
2781,6239,404,273,cat_3
2782,4777,663,401,cat_3
2783,1558,456,905,cat_4
2784,4465,30,792,cat_1
2785,6311,261,714,cat_3
2786,4499,774,792,cat_3
2787,666,654,484,cat_3
2788,267,297,940,cat_3
2789,5411,707,674,cat_2
2790,5548,675,775,cat_1
2791,8525,777,40,cat_1
2792,404,143,83,cat_3
2793,6437,223,991,cat_4
2794,3101,364,747,cat_1
2795,4987,84,527,cat_4
2796,2639,968,466,cat_4
2797,2350,531,854,cat_1
2798,8400,352,133,cat_1
2799,5947,26,850,cat_2
2800,7174,619,883,cat_3
2801,6450,765,766,cat_4
2802,6446,929,376,cat_2
2803,6406,19,661,cat_2
2804,3446,721,667,cat_2
2805,5600,925,539,cat_1
2806,2407,369,566,cat_1
2807,6912,885,73,cat_1
2808,814,604,664,cat_0
2809,9183,867,242,cat_4
2810,8078,821,546,cat_3
2811,5600,199,601,cat_0
2812,3629,443,188,cat_1
2813,6944,215,558,cat_2
2814,141,541,748,cat_0
2815,6862,92,529,cat_3
2816,3142,300,744,cat_0
2817,2342,141,510,cat_3
2818,9589,60,509,cat_3
2819,5450,935,268,cat_3
2820,7408,193,684,cat_3
2821,4533,401,496,cat_1
2822,4699,889,365,cat_3
2823,2239,902,586,cat_3
2824,4896,126,124,cat_2
2825,1618,401,416,cat_3
2826,4532,203,617,cat_3
2827,8681,521,625,cat_2
2828,306,746,699,cat_1
2829,2978,703,940,cat_2
2830,3113,160,791,cat_4
2831,4888,345,672,cat_2
2832,7218,139,966,cat_0
2833,6032,339,443,cat_1
2834,2461,916,556,cat_1
2835,1241,842,402,cat_2
2836,464,538,524,cat_0
2837,2804,816,968,cat_4
2838,252,186,287,cat_0
2839,854,207,967,cat_1
2840,7379,534,967,cat_1
2841,1034,529,915,cat_1
2842,2535,194,563,cat_3
2843,5593,829,61,cat_4
2844,8129,463,950,cat_1
2845,3629,558,220,cat_2
2846,8410,666,293,cat_0
2847,8241,591,191,cat_0
2848,59,296,241,cat_0
2849,1840,11,746,cat_0
2850,5739,634,296,cat_4
2851,9981,525,648,cat_3
2852,1632,774,279,cat_0
2853,7866,857,857,cat_2
2854,4757,509,362,cat_3
2855,239,887,741,cat_1
2856,9983,617,306,cat_4
2857,8215,551,956,cat_1
2858,4091,767,53,cat_3
2859,5727,475,702,cat_0
2860,9460,666,263,cat_1
2861,67,941,563,cat_0
2862,2816,215,391,cat_0
2863,4327,908,851,cat_1
2864,2034,845,119,cat_1
2865,751,385,3,cat_2
2866,542,97,762,cat_1
2867,2155,294,614,cat_1
2868,6696,115,290,cat_2
2869,1347,512,424,cat_3
2870,155,225,548,cat_3
2871,4128,390,142,cat_1
2872,1122,911,113,cat_2
2873,1206,86,489,cat_2
2874,8388,267,511,cat_3
2875,3708,794,303,cat_2
2876,6390,83,121,cat_1
2877,9602,485,136,cat_0
2878,4201,892,678,cat_4
2879,9802,616,374,cat_1
2880,9631,148,544,cat_1
2881,2360,292,463,cat_1
2882,5033,435,456,cat_1
2883,1379,858,42,cat_4
2884,7016,181,468,cat_3
2885,4819,335,30,cat_4
2886,3954,405,7,cat_3
2887,5691,812,174,cat_2
2888,7399,345,884,cat_0
2889,3133,551,311,cat_4
2890,1332,307,378,cat_4
2891,35,881,927,cat_4
2892,8227,494,691,cat_4
2893,6818,197,942,cat_2
2894,7719,444,375,cat_2
2895,2396,367,420,cat_4
2896,5376,339,374,cat_4
2897,7736,561,249,cat_3
2898,7398,150,435,cat_1
2899,5838,644,624,cat_1
2900,9911,341,588,cat_4
2901,9240,680,708,cat_3
2902,4344,759,466,cat_2
2903,753,23,358,cat_4
2904,4763,911,464,cat_3
2905,9377,661,36,cat_1
2906,9435,155,871,cat_1
2907,9487,401,714,cat_1
2908,9138,77,356,cat_2
2909,2317,137,915,cat_3
2910,2294,94,80,cat_2
2911,8,146,323,cat_0
2912,8537,86,4,cat_4
2913,7693,794,271,cat_4
2914,4664,905,568,cat_4
2915,9131,464,586,cat_2
2916,6299,416,948,cat_4
2917,9310,981,789,cat_3
2918,1330,928,122,cat_0
2919,7438,624,421,cat_0
2920,1744,782,251,cat_2
2921,7909,531,124,cat_2
2922,915,405,33,cat_1
2923,9280,834,222,cat_1
2924,5586,514,713,cat_2
2925,2586,448,714,cat_3
2926,324,664,818,cat_2
2927,4320,985,769,cat_4
2928,5603,832,328,cat_4
2929,4708,422,97,cat_4
2930,1464,973,334,cat_3
2931,5540,171,822,cat_3
2932,4843,71,266,cat_4
2933,4982,558,913,cat_0
2934,7057,982,655,cat_0
2935,4681,7,847,cat_0
2936,4224,400,920,cat_3
2937,3206,572,26,cat_2
2938,9196,537,492,cat_2
2939,751,128,489,cat_1
2940,9370,861,88,cat_3
2941,5541,692,460,cat_2
2942,3448,881,116,cat_0
2943,4606,426,867,cat_3
2944,4254,550,975,cat_3
2945,6073,913,814,cat_3
2946,6158,468,831,cat_1
2947,2157,472,231,cat_0
2948,3264,677,944,cat_3
2949,3342,244,581,cat_3
2950,6795,224,343,cat_4
2951,9913,346,72,cat_4
2952,6452,245,34,cat_3
2953,183,660,804,cat_0
2954,294,665,941,cat_2
2955,6347,492,480,cat_0
2956,4937,160,812,cat_2
2957,5397,520,716,cat_2
2958,4666,380,552,cat_0
2959,7769,252,820,cat_4
2960,7020,952,472,cat_0
2961,4687,764,786,cat_0
2962,690,605,934,cat_1
2963,2594,146,50,cat_4
2964,5849,885,98,cat_2
2965,7081,322,544,cat_4
2966,5286,887,247,cat_4
2967,7029,198,236,cat_0
2968,5677,206,859,cat_3
2969,2353,186,536,cat_1
2970,770,349,884,cat_1
2971,4043,709,630,cat_4
2972,3659,443,102,cat_4
2973,2696,317,991,cat_4
2974,7875,781,583,cat_3
2975,7338,362,40,cat_0
2976,9724,958,923,cat_3
2977,5468,650,897,cat_4
2978,9834,460,838,cat_3
2979,3034,964,301,cat_1
2980,8000,54,656,cat_2
2981,4820,243,698,cat_4
2982,5183,763,407,cat_2
2983,4461,470,239,cat_2
2984,5101,13,55,cat_1
2985,3537,435,508,cat_1
2986,5963,448,399,cat_3
2987,423,82,360,cat_1
2988,4140,988,832,cat_0
2989,7767,76,881,cat_1
2990,4610,586,187,cat_3
2991,9076,432,293,cat_3
2992,1000,11,30,cat_0
2993,2358,973,655,cat_1
2994,4178,98,423,cat_0
2995,6543,254,352,cat_1
2996,7716,780,821,cat_1
2997,9210,485,582,cat_1
2998,2701,986,622,cat_1
2999,3639,281,745,cat_2
3000,3069,351,431,cat_1
3001,8368,371,822,cat_4
3002,6552,340,991,cat_4
3003,8716,499,383,cat_2
3004,7374,316,525,cat_2
3005,2419,702,709,cat_4
3006,5841,877,883,cat_2
3007,2476,916,120,cat_0
3008,1149,570,993,cat_1
3009,7985,388,331,cat_2
3010,698,186,877,cat_3
3011,7981,695,219,cat_2
3012,7785,766,85,cat_0
3013,4466,674,537,cat_0
3014,4247,770,723,cat_0
3015,7790,662,946,cat_3
3016,1348,628,95,cat_4
3017,4739,977,875,cat_1
3018,2944,911,22,cat_1
3019,2360,789,599,cat_2
3020,9396,537,828,cat_4
3021,5573,207,807,cat_0
3022,3547,373,334,cat_2
3023,622,201,580,cat_0
3024,4994,969,281,cat_1
3025,1360,966,472,cat_2
3026,3147,767,336,cat_4
3027,654,891,796,cat_0
3028,7805,877,348,cat_1
3029,6211,65,451,cat_3
3030,1115,152,9,cat_2
3031,3147,510,842,cat_2
3032,7484,355,989,cat_0
3033,7626,742,663,cat_0
3034,2771,147,48,cat_3
3035,2194,186,146,cat_2
3036,6604,329,864,cat_0
3037,1851,113,719,cat_2
3038,2875,120,130,cat_0
3039,7675,845,772,cat_1
3040,5992,326,625,cat_4
3041,8899,632,413,cat_3
3042,4053,400,936,cat_3
3043,1810,465,643,cat_3
3044,116,438,95,cat_1
3045,3407,483,375,cat_2
3046,3379,374,815,cat_0
3047,7959,666,28,cat_2
3048,6421,500,790,cat_4
3049,7213,182,758,cat_2
3050,2898,789,486,cat_1
3051,596,592,592,cat_4
3052,824,558,950,cat_4
3053,3454,167,637,cat_3
3054,2809,828,48,cat_1
3055,1776,688,100,cat_3
3056,5898,288,784,cat_3
3057,8046,741,533,cat_2
3058,360,637,690,cat_2
3059,4404,47,669,cat_0
3060,5010,282,270,cat_4
3061,9387,66,483,cat_2
3062,6399,75,643,cat_2
3063,7437,739,156,cat_3
3064,7858,838,485,cat_2
3065,7322,405,855,cat_2
3066,3978,399,538,cat_0
3067,9774,952,578,cat_3
3068,4727,118,691,cat_3
3069,7228,644,98,cat_2
3070,8404,148,908,cat_1
3071,9215,706,372,cat_4
3072,5651,90,704,cat_3
3073,8798,282,538,cat_2
3074,3511,417,592,cat_4
3075,6870,361,274,cat_0
3076,695,815,720,cat_3
3077,7528,820,991,cat_3
3078,4898,241,637,cat_2
3079,2233,874,617,cat_2
3080,8288,834,349,cat_1
3081,4059,348,616,cat_3
3082,5155,829,188,cat_2
3083,9453,386,175,cat_3
3084,1812,927,388,cat_3
3085,3784,805,188,cat_3
3086,2280,588,775,cat_0
3087,982,483,123,cat_0
3088,6392,762,410,cat_2
3089,9512,302,19,cat_0
3090,4947,908,870,cat_1
3091,4983,731,485,cat_3
3092,1692,199,615,cat_2
3093,9076,806,847,cat_2
3094,3822,516,968,cat_4
3095,540,151,199,cat_1
3096,5443,892,559,cat_4
3097,5694,333,672,cat_2
3098,2481,872,463,cat_4
3099,9684,526,427,cat_4
3100,1733,129,72,cat_1
3101,7556,679,260,cat_4
3102,5147,341,34,cat_4
3103,3608,308,285,cat_4
3104,5363,669,101,cat_3
3105,4291,525,774,cat_3
3106,1658,723,548,cat_1
3107,5424,785,763,cat_4
3108,4595,863,659,cat_4
3109,4680,921,810,cat_1
3110,6097,95,464,cat_4
3111,8334,906,821,cat_3
3112,2615,162,645,cat_2
3113,976,705,832,cat_1
3114,9066,688,583,cat_4
3115,3611,448,624,cat_1
3116,4204,329,250,cat_4
3117,2787,304,236,cat_3
3118,6064,680,913,cat_0
3119,1381,710,287,cat_3
3120,8735,51,372,cat_2
3121,3330,651,918,cat_1
3122,3419,197,473,cat_0
3123,7825,451,359,cat_3
3124,3353,26,303,cat_0
3125,1021,338,659,cat_4
3126,7260,524,881,cat_3
3127,1837,339,755,cat_4
3128,5389,816,629,cat_0
3129,52,996,597,cat_3
3130,5998,287,444,cat_4
3131,7517,306,894,cat_1
3132,837,203,288,cat_2
3133,2330,572,112,cat_4
3134,9011,112,557,cat_1
3135,1824,601,342,cat_4
3136,1655,626,105,cat_1
3137,9690,935,784,cat_0
3138,4149,299,332,cat_3
3139,7253,100,378,cat_3
3140,1390,377,525,cat_4
3141,8215,352,156,cat_4
3142,9790,377,250,cat_3
3143,5593,530,229,cat_3
3144,2496,391,591,cat_3
3145,7874,384,724,cat_0
3146,4931,156,240,cat_0
3147,111,913,840,cat_3
3148,5818,557,880,cat_0
3149,6319,694,409,cat_0
3150,6970,301,132,cat_2
3151,5582,747,996,cat_2
3152,7287,163,870,cat_0
3153,2077,411,487,cat_2
3154,7221,141,309,cat_4
3155,9245,931,77,cat_0
3156,9495,690,902,cat_4
3157,3974,227,219,cat_4
3158,8394,724,485,cat_3
3159,1973,156,913,cat_1
3160,1073,635,722,cat_0
3161,1192,882,903,cat_0
3162,8500,319,53,cat_3
3163,9609,761,984,cat_4
3164,4362,520,420,cat_0
3165,53,93,36,cat_4
3166,5688,890,962,cat_4
3167,6674,807,536,cat_4
3168,8245,740,79,cat_1
3169,6403,587,712,cat_4
3170,9852,590,803,cat_2
3171,1630,440,933,cat_2
3172,9770,688,872,cat_1
3173,8836,376,433,cat_4
3174,3460,580,238,cat_2
3175,8840,113,852,cat_4
3176,4437,216,653,cat_4
3177,6206,211,949,cat_0
3178,9635,594,952,cat_0
3179,8262,196,730,cat_3
3180,911,813,764,cat_0
3181,3722,835,666,cat_2
3182,2577,947,799,cat_0
3183,2529,730,342,cat_4
3184,3484,164,108,cat_2
3185,2076,487,579,cat_0
3186,2797,153,974,cat_3
3187,8155,626,383,cat_2
3188,4623,258,117,cat_0
3189,6092,351,388,cat_0
3190,4399,481,132,cat_1
3191,5179,625,106,cat_2
3192,5214,476,270,cat_0
3193,8343,231,675,cat_1
3194,9785,713,91,cat_2
3195,3673,988,653,cat_3
3196,1681,49,983,cat_4
3197,2569,71,929,cat_0
3198,2209,214,396,cat_2
3199,3796,835,196,cat_4
3200,4513,108,981,cat_2
3201,6477,90,359,cat_0
3202,6016,271,771,cat_3
3203,1157,3,291,cat_3
3204,3255,274,781,cat_4
3205,3764,413,823,cat_0
3206,5717,528,444,cat_3
3207,6238,972,724,cat_3
3208,1295,824,111,cat_2
3209,34,172,537,cat_1
3210,9572,65,51,cat_0
3211,5873,162,651,cat_1
3212,6668,872,471,cat_4
3213,4946,967,209,cat_1
3214,8211,752,626,cat_4
3215,3145,649,565,cat_3
3216,9366,190,309,cat_0
3217,2013,945,366,cat_4
3218,7456,455,27,cat_1
3219,8111,657,909,cat_1
3220,7223,748,544,cat_2
3221,7436,342,543,cat_0
3222,7607,343,404,cat_4
3223,6833,924,51,cat_3
3224,1897,810,606,cat_4
3225,3702,418,121,cat_2
3226,7197,659,954,cat_2
3227,522,879,562,cat_4
3228,2150,828,895,cat_3
3229,3476,944,375,cat_4
3230,1562,823,725,cat_0
3231,2862,812,791,cat_2
3232,6727,102,365,cat_0
3233,7692,713,127,cat_4
3234,3405,408,446,cat_4
3235,9804,259,386,cat_0
3236,5079,306,41,cat_2
3237,9472,55,147,cat_2
3238,507,796,188,cat_4
3239,2378,725,755,cat_0
3240,8810,735,301,cat_3
3241,8778,138,373,cat_2
3242,7019,857,485,cat_3
3243,7844,595,615,cat_0
3244,1148,146,528,cat_2
3245,6388,674,289,cat_3
3246,9064,548,129,cat_4
3247,3327,668,619,cat_4
3248,7118,452,721,cat_3
3249,8125,224,970,cat_3
3250,4457,499,946,cat_0
3251,9257,131,32,cat_3
3252,3732,158,338,cat_3
3253,8566,558,70,cat_2
3254,4773,399,922,cat_3
3255,4999,560,882,cat_1
3256,2470,539,749,cat_1
3257,1126,763,923,cat_4
3258,1392,244,694,cat_4
3259,2527,746,898,cat_3
3260,8517,498,195,cat_2
3261,4262,145,290,cat_0
3262,8191,566,430,cat_4
3263,985,803,31,cat_0
3264,3355,823,87,cat_2
3265,4703,588,136,cat_4
3266,8323,712,546,cat_2
3267,9489,128,95,cat_1
3268,6750,29,483,cat_3
3269,8996,735,722,cat_2
3270,8242,753,620,cat_3
3271,8386,403,473,cat_2
3272,5108,607,431,cat_2
3273,3459,592,331,cat_2
3274,6368,830,21,cat_4
3275,2023,702,971,cat_0
3276,5495,200,786,cat_3
3277,4768,373,346,cat_4
3278,1859,150,365,cat_3
3279,2741,737,458,cat_3
3280,7281,570,85,cat_1
3281,1114,539,827,cat_4
3282,607,330,100,cat_1
3283,1127,598,133,cat_2
3284,4882,1000,603,cat_3
3285,3735,459,690,cat_0
3286,4506,653,118,cat_3
3287,1750,652,430,cat_3
3288,3025,67,299,cat_3
3289,3959,542,592,cat_3
3290,301,662,550,cat_0
3291,7287,210,733,cat_0
3292,7838,316,407,cat_1
3293,6148,565,194,cat_1
3294,1038,997,296,cat_1
3295,5254,981,565,cat_3
3296,7727,90,669,cat_0
3297,2029,924,413,cat_1
3298,8331,299,928,cat_4
3299,1847,913,821,cat_1
3300,7845,837,621,cat_2
3301,675,385,562,cat_3
3302,5841,326,890,cat_3
3303,9410,917,699,cat_0
3304,9431,251,588,cat_0
3305,652,264,546,cat_2
3306,9227,680,503,cat_2
3307,1600,208,294,cat_4
3308,7324,353,177,cat_4
3309,1113,192,420,cat_3
3310,1122,176,690,cat_2
3311,4522,509,154,cat_2
3312,8673,822,646,cat_4
3313,9199,831,41,cat_0
3314,5103,250,436,cat_4
3315,639,645,693,cat_1
3316,3861,139,908,cat_4
3317,8361,574,240,cat_4
3318,9284,533,546,cat_3
3319,812,542,469,cat_0
3320,8080,711,770,cat_1
3321,1602,845,365,cat_4
3322,4335,754,436,cat_0
3323,6376,415,382,cat_3
3324,5734,95,291,cat_2
3325,5498,523,495,cat_0
3326,1287,805,330,cat_4
3327,2630,335,249,cat_4
3328,9309,65,970,cat_3
3329,6696,653,930,cat_1
3330,4267,263,165,cat_3
3331,8271,351,309,cat_1
3332,1470,934,758,cat_3
3333,2642,808,764,cat_4
3334,8461,851,982,cat_4
3335,5973,646,480,cat_4
3336,110,578,280,cat_1
3337,7886,983,26,cat_3
3338,2155,713,505,cat_0
3339,5293,89,336,cat_4
3340,305,392,933,cat_0
3341,7676,555,69,cat_3
3342,8742,619,616,cat_4
3343,7930,41,83,cat_4
3344,609,190,143,cat_2
3345,436,958,331,cat_0
3346,4579,62,354,cat_3
3347,7900,317,604,cat_1
3348,3583,444,251,cat_1
3349,6577,246,94,cat_1
3350,371,991,914,cat_2
3351,7862,310,820,cat_1
3352,7930,975,532,cat_1
3353,2781,531,797,cat_4
3354,8549,320,969,cat_1
3355,6293,466,406,cat_0
3356,5412,163,345,cat_4
3357,1291,897,184,cat_3
3358,2794,487,79,cat_2
3359,6305,313,626,cat_1
3360,8127,348,223,cat_4
3361,6105,641,956,cat_1
3362,9258,41,143,cat_3
3363,8633,385,992,cat_3
3364,8637,142,496,cat_4
3365,1528,864,759,cat_4
3366,1742,173,131,cat_1
3367,4990,546,913,cat_4
3368,4670,199,614,cat_2
3369,3405,950,575,cat_4
3370,1913,894,651,cat_4
3371,7054,409,349,cat_3
3372,9037,874,915,cat_2
3373,4352,667,156,cat_2
3374,2009,457,989,cat_4
3375,7849,824,69,cat_3
3376,4358,833,538,cat_0
3377,9838,505,126,cat_2
3378,1773,240,197,cat_3
3379,221,949,423,cat_4
3380,1041,911,786,cat_0
3381,3439,322,762,cat_1
3382,2946,428,1000,cat_1
3383,1073,301,872,cat_0
3384,8508,907,216,cat_4
3385,1527,950,438,cat_0
3386,7926,209,612,cat_2
3387,2106,686,847,cat_3
3388,7142,372,366,cat_0
3389,292,426,346,cat_0
3390,6883,977,808,cat_2
3391,7499,301,105,cat_0
3392,3861,485,218,cat_0
3393,6211,979,594,cat_0
3394,7311,836,721,cat_3
3395,1086,255,351,cat_2
3396,1264,529,910,cat_4
3397,1070,480,60,cat_4
3398,7605,460,221,cat_3
3399,3187,517,482,cat_0
3400,2930,277,722,cat_4
3401,443,225,861,cat_3
3402,3161,579,501,cat_4
3403,5980,961,320,cat_1
3404,1513,223,161,cat_3
3405,3471,121,906,cat_3
3406,2991,810,590,cat_3
3407,7270,519,41,cat_1
3408,1104,925,358,cat_2
3409,1526,923,781,cat_1
3410,133,845,445,cat_3
3411,664,504,199,cat_2
3412,6094,642,406,cat_0
3413,9581,733,1,cat_0
3414,6237,932,764,cat_3
3415,1051,512,157,cat_4
3416,288,443,45,cat_2
3417,37,792,300,cat_1
3418,9094,552,686,cat_0
3419,4494,47,358,cat_3
3420,3218,685,766,cat_1
3421,8460,441,495,cat_3
3422,2714,719,553,cat_0
3423,4206,326,520,cat_2
3424,3422,85,352,cat_4
3425,5853,354,381,cat_2
3426,6798,729,530,cat_0
3427,3215,364,451,cat_4
3428,3993,278,486,cat_4
3429,8856,441,526,cat_0
3430,4690,584,843,cat_4
3431,8140,244,902,cat_0
3432,8931,193,4,cat_0
3433,3512,768,512,cat_1
3434,1808,209,359,cat_0
3435,224,730,687,cat_1
3436,8578,41,679,cat_1
3437,8695,374,424,cat_3
3438,4029,233,69,cat_1
3439,6101,762,128,cat_0
3440,7623,513,220,cat_3
3441,8414,169,146,cat_1
3442,5264,561,543,cat_0
